"year","tree_name","description","species","age","region","gps","score_raw","place","cover_photo_url","tree_url","score_value","score_type","place_num","cover_photo_file","lat","lon"
2023,"Waverley Abbey Yew","The winner of UK Tree of the Year 2022 is a yew perching on the ruins of Waverley Abbey, in Surrey, founded 900 years ago by the reforming Cistercian religious order. After the abbey was dismantled in 1536 following the Dissolution of the Monasteries, the yew tree sprung up and has been a faithful guardian of the ruins for nearly 500 years. It is a spectacular tree with roots that sprawl out above ground before plunging into the earth. Its multi-stemmed form is dotted with holes, crevices and areas of decay that provide valuable habitat for wildlife.","Yew (Taxus baccata L.)","500 years","Farnham, Surrey, England","N 51°12'0.65'', W 0°45'34.9''","9413 votes","7th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_United_Kingdom_01_ETY_2023_Aidan_Champion_9e8b53f866.jpg","https://www.treeoftheyear.org/previous-years/2023/waverley-abbey-yew",9413,"votes",7,"photos/2023_waverley_abbey_yew_waverley-abbey-yew.jpg",51.200180555555555,-0.75969444444444445
2023,"The Weeping Beech of Cassel Mount","He culminates in the central hill of a public park, undulating his weeping branches cradled by the northern winds. His elegant giant silhouette has been growing in the sun for over 140 years, but he is not a loner. Nammed the Beech of encounters, a lime tree is his nearest friend and he has numerous visitors. Beloved by locals, witness of History, he inspires beautiful poems. People of Cassel obtained the prestigious Remarkable Tree of France label for him, and he won our hearts nationally.","Weeping Beech (Fagus sylvatica f. pendula (Lodd. ex Loudon) Scheele))","140 years","Cassel (French coastal Flanders), North department, Hauts-de-France region, France","N 50°48'5.25'', E 2°29'3''","8867 votes","8th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_France_01_ETY_2023_credit_Emmanuel_Boitier_3ad0f7d925.png","https://www.treeoftheyear.org/previous-years/2023/the-weeping-beech-of-cassel-mount",8867,"votes",8,"photos/2023_the_weeping_beech_of_cassel_mount_the-weeping-beech-of-cassel-mount.png",50.80145833333333,2.484166666666667
2023,"The Marquis’ Oak","It’s the classic dilemma of the modern age: nature vs. mobility. I am the patriarch of my forest, 30 metres tall, planted around 1800 by the marquis of the Amelisweerd estate. Many have enjoyed my presence since then. But how about the future? My existence is threatened by the expansion of highway A27, 800 other trees face the same fate. Many alternatives have been presented, all have been rejected, despite numerous protests. I consider myself a symbol of resistance against global tree felling, but how much longer do I have?","Common Oak (Quercus robur L.)","220 years","Utrecht, Province of Utrecht, the Netherlands","N 52°4'15.96'', E 5°9'4.32''","8616 votes","9th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Netherlands_01_ETY_2023_Rob_Huibers_4f236fd253.jpg","https://www.treeoftheyear.org/previous-years/2023/the-marquis'-oak",8616,"votes",9,"photos/2023_the_marquis_oak_the-marquis_-oak.jpg",52.0711,5.1512
2023,"The Bridge Plane Tree","This 230-250 year old sycamore tree can be found in the historical garden of Tata. It was still young when it fell over, due to the wet soil and other natural forces, so it has been growing on the ground, leaning over Lake Cseke for more than 200 years. Yet every spring, it turns green and brings happiness to the hearts of the visitors of the landscape garden. It is more than a tree, it is a sign, a symbol. A symbol of willpower and the will to live. A message: ""Never give up!""","Oriental Plane (Platanus Orientalis L.)","230-250 years","Tata, Komárom-Esztergom county, Hungary","N 47°39'4.43'', E 18°19'56.74''","7342 votes","10th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Hungary_07_ETY_2023_credit_Agnes_Komondi_2986d31f80.jpg","https://www.treeoftheyear.org/previous-years/2023/the-bridge-plane-tree",7342,"votes",10,"photos/2023_the_bridge_plane_tree_the-bridge-plane-tree.jpg",47.65123055555556,18.332427777777777
2023,"The Pear Tree in Drásov","Near the municipality of Drásov stands a pear tree - it's beauty is known all around and its resilience is breathtaking. The tree is a true hero as it grows only 25 metres from the uranium mine that was opened at the end of the 1950s and the excavated tailings were deposited on a heap near the tree. Fortunately, the mining did not last long and the edge of the heap stopped only 20 metres from the tree. It is incredible that the pear tree withstood these hard times and the locals can still enjoy its beauty and juicy fruit.","Common Pear (Pyrus communis L.)","300 years","Municipality of Drásov, Central Bohemian Region, Czech Republic","N 49°42'27.72'', E 14°6'49.53''","6664 votes","11th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Czech_Rrepublic_01_ETY_2023_credit_Borivoj_Hajek_91fbe5f287.jpg","https://www.treeoftheyear.org/previous-years/2023/the-pear-tree-in-drasov",6664,"votes",11,"photos/2023_the_pear_tree_in_dr_sov_the-pear-tree-in-drasov.jpg",49.7077,14.113758333333333
2023,"Sēja Oak","The 500-year-old oak tree holds memories of the people who lived in Sēja Manor, of historical events, and of the strongest winds. Its roots run deep not only in our land, but also in people's hearts. Every year at the summer solstice, local people gather at the foot of the oak to make a flower ornament in its honour and celebrate the shortest summer night with songs. Is it a special magic that draws people to the Sēja Oak? No. Besides the grandeur of the oak, it possesses an unusual serenity that we all long for.","Common Oak (Quercus robur L.)","500 years","Sēja municipality, Saulkrasti district, Latvia","N 56°46'58.28'', E 21°59'20.09''","6005 votes","12th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Latvia_01_ETY_2022_credit_Ruta_Keviesena_515909d679.jpg","https://www.treeoftheyear.org/previous-years/2023/seja-oak",6005,"votes",12,"photos/2023_s_ja_oak_seja-oak.jpg",56.78285555555556,21.98891388888889
2023,"The Purple Beech of Reigi","On a small and serene Estonian island, Hiiumaa, in the Baltic Sea, a rare red-leaved beech grows, a resilient exceptional finding in harsh Nordic conditions. 120 years ago, this tree was set in the garden of the pastorate of the Reigi Church by a pastor in honor of the birth of his son. Once upon a time it was a centre of community life; church bells rang and the tavern buzzed, providing content for several novels, films and even an opera. Nowadays, tranquility mixes with the vitality of the Reigi beech, waiting for guests.","European Beech (Fagus sylvatica f. purpurea)","120 years","Pihla, Hiiumaa, Estonia","N 58°58'54.84'', E 22°30'55.72''","5875 votes","13th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Estonia_04_ETY_2023_credit_Ain_Naekk_fe660d3e8f.jpg","https://www.treeoftheyear.org/previous-years/2023/the-purple-beech-of-reigi",5875,"votes",13,"photos/2023_the_purple_beech_of_reigi_the-purple-beech-of-reigi.jpg",58.9819,22.51547777777778
2023,"Plane Tree","Thе tree is the oldest in Varna region.Its origin dates back to the period of the First Bulgarian Empire (7th-11th c.).Czech archaeologists and naturalists the Škorpil brothers,who made a significant contribution to the exploration of Bulgarian history and nature in the post-Ottoman period,mention it in their records.Its trunk has suffered fire damage,yet its crown turns beautifully green every spring.Legend has it that its energy heals all ailments.This makes it a favorite place for the locals.","Oriental plane (Platanus Orientalis L.)","1054 years","Varna, Varna region, Bulgaria","N 43°10'36.53'', E 27°54'15.13''","5814 votes","14th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Bulgaria_ETY_2023_credit_Mariya_Stefanova_3bbbaa396e.jpg","https://www.treeoftheyear.org/previous-years/2023/plane-tree",5814,"votes",14,"photos/2023_plane_tree_plane-tree.jpg",43.17681388888889,27.904202777777776
2023,"The Brown Cherry Pear of Klerken","The tree has contributed to Klerken's cultural identity. For many years, this village organised a perelaarommegang, a procession around the fruit of the tree. After 20 years of standstill, this will be organised again in August 2023 by the vzw perenstoet klerken,the organisation that submitted the tree. Throughout history, the pears have been an important symbol for the village, so a street was also named after the tradition: the Perelaarommegang.","Common Pear (Pyrus Communis L.)","102 years","Klerken, West-Flanders, Belgium","N 50°59'40.99'', E 2°54'44.51''","4823 votes","15th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Belgium_01_ETY_2022_credit_Rudy_Debruyne_a232ab8651.jpg","https://www.treeoftheyear.org/previous-years/2023/the-brown-cherry-pear-of-klerken",4823,"votes",15,"photos/2023_the_brown_cherry_pear_of_klerken_the-brown-cherry-pear-of-klerken.jpg",50.99471944444444,2.9123638888888888
2023,"The Oak from Drežnica Field","This tree doesn’t have a name. It is one of the many ancient oak trees in the karst Drežnica field in Croatia. The 440 m altitude makes this forest special: in spring or fall, as if by magic the field becomes a lake and only the tips of the highest oaks, such as this one, remain visible. Thanks to its endemic species, the Drežnica field is part of Natura 2000 but the planned retention (under litigation) means longer cycles of flooding and danger for this tree, the forest and the whole ecosystem.","English oak (Quercus robur L.)","250 years","Drežnica field, Ogulin, Karlovac County","N 45°9'36.21'', E 15°5'56.14''","4814 votes","16th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Croatia_01_ETY_2023_credit_Ivona_Grgurinovic_93f3426f81.jpg","https://www.treeoftheyear.org/previous-years/2023/the-oak-from-dreznica-field",4814,"votes",16,"photos/2023_the_oak_from_dre_nica_field_the-oak-from-dreznica-field.jpg",45.16005833333333,15.098927777777778
2024,"The Heart of the Garden","This monumental tree grows in the centre of an old park. Its majestic appearance impresses us with its unusually shaped and thick trunk, widely spreaded branches, and purple-coloured leaves that shine beautifully in the sun. The ""Heart of the Garden"" is living proof of an old park’s historic turmoil and dominates over the Arboretum situated around it. Upon a shadow of its great, widely spreaded crown, enthusiasts still meet - just like 100 or 200 years ago - united by their admiration of nature.","Common beech (Fagus sylvatica) 'Atropunicea'","200 years","Niemcza, Arboretum Wojsławice - Botanical Garden of the University of Wrocław, Lower Silesia, Poland","N 50°42'36'', E 16°51'36''","39158 votes","1st place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Poland_01_ETY_2024_credit_Bozka_Piotrowska_vel_Zielona_Bombonierka_3f1fff30b4.jpg","https://www.treeoftheyear.org/previous-years/2024/the-heart-of-the-garden",39158,"votes",1,"photos/2024_the_heart_of_the_garden_the-heart-of-the-garden.jpg",50.71,16.860000000000003
2024,"The Weeping Beech of Bayeux","The Beech of Bayeux is a rare French Natural Monument, becoming as famous as Bayeux Tapestry in Normandy. Popular for his immense weeping canopy and massive twisted branches probably related to Verzy’s fau, he is a perfect romantic spot for celebrations and weddings. Spreading over 40m width today, the city had to keep on perfecting an incredible supporting structure for the last 100 years! Ongoing care and love for the tree, also shown in emails he gets, are his best protection for the future.","Weeping Beech (Fagus sylvatica f. pendula)","160 years","Bayeux, department of Calvados, Normandy region, France","N 49°17'8.48'', W 0°43'5.14''","24807 votes","2nd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_FRANCE_03_ETY_2024_credit_Francois_Trinel_33be3a2d90.jpg","https://www.treeoftheyear.org/previous-years/2024/the-weeping-beech-of-bayeux",24807,"votes",2,"photos/2024_the_weeping_beech_of_bayeux_the-weeping-beech-of-bayeux.jpg",49.285688888888885,-0.7180944444444445
2024,"The Thousand-year-old Olive Tree of Luras","The thousand-year-old olive tree of Luras is a natural wonder that fascinates and amazes with its grandeur and beauty. Located in the small town of Luras, in Sardinia, this centuries-old tree is considered one of the oldest specimens of wild olive on the island. He is defined as the “Patriarch of nature” for the wisdom of his age, estimated to be between 3000 and 4000 years old. The tree has a robust and resistant structure, which testifies to its longevity, a true symbol of resilience and continuity.","Olea eropaea subsp. oleaster (Hoffmanns. & Link)","3000-4000 years","Luras, Sardinia, Italy","N 41°0'23.87'', E 9°15'18.01''","13933 votes","3rd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Italy_01_ETY_2023_credit_Valerio_Atzori_Corpo_forestale_Sardegna_16c094aa77.jpg","https://www.treeoftheyear.org/previous-years/2024/the-thousand-year-old-olive-tree-of-luras",13933,"votes",3,"photos/2024_the_thousand_year_old_olive_tree_of_luras_the-thousand-year-old-olive-tree-of-luras.jpg",41.00663055555555,9.255002777777777
2024,"Camellia","Multisecular, located in Guimarães, within the centennial gardens of the ancient Villa Margaridi (X th century), integrated into a Historical Garden, exemplifying the art of Topiary, with high aesthetic and biological value, it stands out for centuries of careful shaping, that have resulted in a monumental creation of volumes, colors, and geometrical shapes. A magnificent example of the symbiosis between Nature and Human. It is listed as National Heritage since 2022 and was elected Tree of the Year, in Guimarães, in 2021.","Camellia (Camellia Japonica L.)","300 years","Guimarães, Braga, Portugal","N 41°27'1'', W 8°16'35.69''","13508 votes","4th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Portugal_04_ETY_2024_credit_Jose_Couceiro_da_Costa_7cef6b0a7d.jpg","https://www.treeoftheyear.org/previous-years/2024/camellia",13508,"votes",4,"photos/2024_camellia_camellia.jpg",41.45027777777778,-8.276580555555556
2024,"Pear Tree in the Middle of a Field","The memorial pear tree is not very large, measuring about two metres around the trunk and eight metres in height. However, it is extremely resilient and brave. It survived collectivisation in the times of former Czechoslovakia, the consolidation of fields, the construction of land reclamation and unprofessional interventions in the surrounding landscape. Its unusual shape reflects the strong winds that most often blow from the west in this region, as well as its lonely location in the middle of a field.","Common Pear (Pyrus communis L.)","110 years","Municipality of Mrákotín, Pardubice Region, Czech Republic","N 49°49'11.55'', E 15°57'44.74''","10433 votes","5th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Czech_Republic_01_ETY_24_credit_Tom_Kalous_15d755af68.jpg","https://www.treeoftheyear.org/previous-years/2024/pear-tree-in-the-middle-of-a-field",10433,"votes",5,"photos/2024_pear_tree_in_the_middle_of_a_field_pear-tree-in-the-middle-of-a-field.jpg",49.819875,15.962427777777776
2024,"The Spanish Oak of La Vega","“El Chaparro de la Vega” with around-400-years-old has a size extraordinary: over 12 meters tall, its trunk has a circumference of over 4 meters, the crown has a diameter of over 28 meters and the projection of its shadow is around 580 m2, where it holds the record for the largest number of people under its canopy, a total of 2000 people. It is in an exceptional state of preservation this is largely due to the people of Coripe, who have looked after it for generations. Every May, ""la Romería"" in honour of ""la Virgen de Fátima"" is held near the tree.","Holm oak (Quercus ilex var. Rotundifolia)","400 years","Coripe, Andalucia, Spain","N 36°57'27.86'', W 5°25'36.13''","9995 votes","6th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_SPAIN_01_ETY_2024_Rosalia_Escalante_cfc4695ccf.jpg","https://www.treeoftheyear.org/previous-years/2024/the-spanish-oak-of-la-vega",9995,"votes",6,"photos/2024_the_spanish_oak_of_la_vega_the-spanish-oak-of-la-vega.jpg",36.95773888888889,-5.426702777777778
2024,"The Maria Lime","First officially mentioned in 1388, the Maria Lime tree in Oisterwijk, a.k.a. the Old Lime, is likely more than 650 years old. Her life is intertwined with many generations of inhabitants. Underneath her impressive crown, justice was served and town meetings were held. It was said she could shelter up a lot of people. The Maria Lime tree saw numerous markets, weddings and city festivities. During the 1800s, she nearly died, but formed a new trunk. Still loved by all.","Large-leaved lime (Tilia platyphyllos L.)","650+ years","Oisterwijk, Province of Noord-Brabant, The Netherlands","N 51°31'51.8'', E 5°11'53.89''","9976 votes","7th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Netherlands_01_ETY_2024_credit_Rob_Visser_Photography_22a1581113.jpg","https://www.treeoftheyear.org/previous-years/2024/the-maria-lime",9976,"votes",7,"photos/2024_the_maria_lime_the-maria-lime.jpg",51.531055555555554,5.198302777777778
2024,"The Millennium Oak","«The Millennium Oak» — the oldest tree of the Lviv Region, which took root on the territory of the local church of Michael in the village of Veryn. In 1984, the old oak was given the status of a botanical monument. The tree has several hollows, one of which is so large that it resembles a cave. There is a legend that during the Second World War, a sniper sat in the hollow and prevented the crossing of the Dniester River from being established. In 1917, there was a school of Ukrainian Sich Riflemen in Veryn. The soldiers immortalized the old tree in a photo, which was later used as an image for a postcard.","Common oak (Quercus robur L.)","1000+ years","Veryn village, Stryi district, Lviv region, Ukraine","N 49°29'16.84'', E 23°59'26.37''","8886 votes","8th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Ukraine_06_ETY_2024_credit_Oksana_Marchyshyn_f8f7f3ec25.jpg","https://www.treeoftheyear.org/previous-years/2024/the-millennium-oak",8886,"votes",8,"photos/2024_the_millennium_oak_the-millennium-oak.jpg",49.48801111111111,23.990658333333336
2024,"Kaņepju Oak","Kaņepju oak — the second largest oak in Latvia and the Baltics — the pride and symbol of the local community, with people choosing to mark special moments under the oak's crown. The trunk of the oak was once split in half by lightning, leaving a large cavity in the middle of it. Various names and initials have been carved on it, the oldest dating back to 1886. In 1933, Atpūta, the most popular magazine in Latvia at the time, announced a competition for the mightiest oak. Kaņepju oak came first.","Common Oak (Quercus robur L.)","450-800 years","Jērcēni, Valmiera municipality, Latvia","N 57°42'5.54'', E 25°39'41.04''","8149 votes","9th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Latvia_02_ETY_2023_credit_Vladimirs_Brjunins_e341dc51e9.jpg","https://www.treeoftheyear.org/previous-years/2024/kanepju-oak",8149,"votes",9,"photos/2024_ka_epju_oak_kanepju-oak.jpg",57.70153888888889,25.661399999999997
2024,"Wrexham's Acton Park Sweet Chestnut","The national contest celebrated urban trees in our neighbourhoods, each one a locally-loved ancient or veteran tree with a fascinating story and incredible benefits for wildlife, communities and the environment. Wrexham's sweet chestnut won with an impressive 17% of the vote. Thought to be almost 500 years old, this giant tree is a symbol of resilience in the city, having weathered challenges from post-war plundering of the park for firewood in the forties to dozens of deadly storms. The tree is celebrated and loved by locals for its beauty and history, and often the centrepiece for picnics and tree parties.","Sweet Chestnut (Castanea sativa)","500+ years","Wrexham, Wales, United Kingdom","N 53°3'42.84'', W 2°58'36.84''","7180 votes","10th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_UK_01_ETY_24_credit_Hannah_Farnell_cb1026f7a5.jpg","https://www.treeoftheyear.org/previous-years/2024/wrexham's-acton-park-sweet-chestnut",7180,"votes",10,"photos/2024_wrexham_s_acton_park_sweet_chestnut_wrexham_s-acton-park-sweet-chestnut.jpg",53.061899999999994,-2.9769
2024,"Lithuania’s Patriarch Tree","The horse chestnut growing in the homestead of Jonas Basanavičius, known as the Patriarch of the Nation, is the only authentic object surviving World War II reminiscent of his lifetime. In the past people used to gather under its branches to express their national beliefs and patriotism, even if it was punishable in the occupied country. They used to decorate the branches of the tree by national flags and woven bands. Today, museum visitors lean against it to experience the Patriarch’s spirit.","Horse chestnut (Aesculus hippocastanum L.)","200 years","Ožkabaliai I Village, Vilkaviškis District Municipality, Lithuania","N 54°29'15.48'', E 22°59'50.83''","6656 votes","11th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Lithuania_01_ETY_2024_credit_Leonardas_Skirpstas_162f039c97.jpg","https://www.treeoftheyear.org/previous-years/2024/lithuanias-patriarch-tree",6656,"votes",11,"photos/2024_lithuania_s_patriarch_tree_lithuanias-patriarch-tree.jpg",54.487633333333335,22.997452777777777
2024,"The Viiralt's Oak","Viiralt's Oak, named after well-known Estonian graphic artist Eduard Viiralt's 1943 engraving, stands proudly in Estonia's Viljandi area. This 13-meter-tall tree, also known as Tamme-Koori tamm, holds historical intrigue. Legend has it that the King of Sweden personally planted it from a broken log, promising a return of Swedish power to Estonia. Despite landscape changes, the oak remains robust, with a 550 cm circumference. Commemorated on a silver coin for Estonia's 90th anniversary, this iconic tree embodies cultural and historical significance. A must-see for art enthusiasts and those exploring Estonia's rich heritage.","English oak (Quercus robur L.)","300-400 years","Vana-Võidu village, Viljandi county, Estonia","N 58°22'15.64'', E 25°38'44''","5703 votes","12th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Estonia_01_ETY_2024_credit_Ain_Nakk_57b368af1a.jpg","https://www.treeoftheyear.org/previous-years/2024/the-viiralts-oak",5703,"votes",12,"photos/2024_the_viiralt_s_oak_the-viiralts-oak.jpg",58.37101111111111,25.645555555555553
2024,"The Green Lady of the Krka National Park","It is not known who planted the mulberry tree that has been standing for generations on the right bank of the river under the remains of the Budim mill, but it is a symbol of the silken past and sweet present of this region. It is estimated that the white mulberry tree is about 400 years old and has a trunk circumference of 475 cm. It is part of our tradition and a recognizable image of our landscape. Trees, as a manifestation of life itself, have always been strongly connected with man. This is how our old mulberry tree today provides shade and shelter to new generations.","White mulberry (Morus alba L.)","400 years","Krka National Park","N 43°48'25.3'', E 15°57'52.89''","5690 votes","13th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Croatia_01_ETY_24_credit_Tomislav_Rupic_38dab6a593.jpeg","https://www.treeoftheyear.org/previous-years/2024/the-green-lady-of-the-krka-national-park",5690,"votes",13,"photos/2024_the_green_lady_of_the_krka_national_park_the-green-lady-of-the-krka-national-park.jpeg",43.807027777777776,15.964691666666665
2024,"An Oak That Remembers the Pálffy Family","The Pálffy oak is one of the last trees that began to write its story before the arrival of the Pálffy family in Malacky. All you have to do is slow down and the old tree will tell you stories about noble family, wars, old loves, epidemics, fires and markets. It is one of the oldest specimens located in the grounds of the National Cultural Monument Castle Park, and it, along with trees located in the immediate vicinity of the manor, make up the composition of the park which forms a wild forest.","Common oak (Quercus robur L.)","500+ years","Malacky, Malacky district, Bratislava region","N 48°26'20.67'', E 17°2'10.35''","5204 votes","14th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Slovakia_02_ETY_2023_credit_Martin_Babarik_5fcf07f169.jpg","https://www.treeoftheyear.org/previous-years/2024/an-oak-that-remembers-the-palffy-family",5204,"votes",14,"photos/2024_an_oak_that_remembers_the_p_lffy_family_an-oak-that-remembers-the-palffy-family.jpg",48.439074999999995,17.036208333333335
2024,"The Cedar of the Sainte-Marie college","Anyone who has passed by this school or enters the city will be familiar with this majestic tree. It shapes the landscape and creates a reassuring link between nature and the city. A cedar here? Sometimes considered the sacred tree of the gods, sometimes a symbol of fertility, peace and harmony. A remarkable symbol chosen by the Marists! Today, with a height of 28 m., a spread of 27 m and a trunk with a circumference of 470 cm, it is one of the largest cedars in Belgium. This cedar, the emblem of the school, is one of the most beautiful trees in our Region.","Cedar (Cedrus atlatica)","140 years","Arlon, wallonia, Belgium","N 49°41'13.44'', E 5°48'35.94''","4834 votes","15th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Belgium_06_ETY_2024_credit_Thomas_MEUNIER_b29d485265.jpg","https://www.treeoftheyear.org/previous-years/2024/the-cedar-of-the-sainte-marie-college",4834,"votes",15,"photos/2024_the_cedar_of_the_sainte_marie_college_the-cedar-of-the-sainte-marie-college.jpg",49.68706666666667,5.809983333333333
2025,"Heart of the Dalkowskie Hills","The beech tree grows in a historic park. It is called ""Heart"" for 3 reasons: growing in the central part of the Dalkowskie Hills, with its red-coloured leaves resembling the color of a heart, it gathers people under its branches. Concerts, reading clubs and Catholic Masses were held here. Over 5,000 people have taken part in horticultural and sylvotherapy workshops here. Tourists think of wishes and throw peanuts into the hole in the tree, believing that the tree makes dreams come true.","Common beech (Fagus sylvatica) 'Atropunicea'","300 years","Dalków, Gaworzyce commune, Lower Silesia, Poland","N 51°39'44.92'', E 15°53'10.46''","147553 votes","1st place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Poland_01_ETY_2025_credit_Marcin_Kopij_2048px_526df27d5c.jpg","https://www.treeoftheyear.org/previous-years/2025/heart-of-the-dalkowski-hills",147553,"votes",1,"photos/2025_heart_of_the_dalkowskie_hills_heart-of-the-dalkowski-hills.jpg",51.662477777777774,15.886238888888888
2025,"The Lovers Banyan Tree","This majestic evergreen tree is located in the Quinta das Lágrimas Gardens next to the Fountain of Lovers, the scene of the secret love between King Pedro of Portugal and Inês de Castro. It was planted in the 19th century by an aristocratic tree collector as the result of seed exchanges with the Sydney Botanical Garden. Today, it is an attraction to this place of worship for lovers and admired by thousands of visitors, who are fascinated by the size and beauty of its branches, huge trunk and buttress roots.","Moreton Bay Fig (Ficus macrophylla)","150 years","Santa Clara, Coimbra, Portugal","N 40°11'50.3'', W 8°26'6.79''","43427 votes","2nd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Portugal_01_ETY_2025_credit_Ana_Rute_2048px_49f7700be4.jpg","https://www.treeoftheyear.org/previous-years/2025/the-lovers-banyan-tree",43427,"votes",2,"photos/2025_the_lovers_banyan_tree_the-lovers-banyan-tree.jpg",40.19730555555555,-8.435219444444444
2025,"Pino de Juan Molinera","Planted almost 400 years ago to give shelter and rest to the day laborers of the surrounding orchards, the Pino de Juan Molinera keeps the history and memories of more than a dozen generations of Agengibre's people: children's games, snacks, popular celebrations, confidences sharing their sweet pine nuts and, of course, beautiful love stories were also born under its protection. As symbols of its strength, it proudly displays the harsh tests to which time has subjected it. It has survived devastating floods, major snowstorms and was even struck by lightning in the middle of the last century.","Stone Pine (Pinus pinea)","400 years","Abengibre, Province of Albacete, Spain","N 39°12'56.59'', W 1°32'45.7''","36873 votes","3rd place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Spain_01_ETY_2025_credit_Andres_Gonzalez_2048px_e6be2a6e8a.jpg","https://www.treeoftheyear.org/previous-years/2025/pino-de-juan-molinera",36873,"votes",3,"photos/2025_pino_de_juan_molinera_pino-de-juan-molinera.jpg",39.215719444444446,-1.5460277777777776
2025,"Lukavice Oak","The period before World War I was not kind to this nearly 700-year-old elder. The management of the estate, on whose land the oak had taken root, made persistent efforts to destroy it. They chose a truly unusual method: removing cartloads of soil from around its roots, which was done despite a prohibition from the authorities at the time.","Common Oak (Quercus robur L.)","700-800 years","Lukavice, Pardubice Region, Czech Republic","N 49°53'21.62'', E 15°50'6.13''","35650 votes","4th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Czech_Republic_ETY_2025_01_credit_Lucie_Mojzisova_09d6668bf4.jpg","https://www.treeoftheyear.org/previous-years/2025/lukavice-oak",35650,"votes",4,"photos/2025_lukavice_oak_lukavice-oak.jpg",49.88933888888889,15.835036111111112
2025,"Wild Pear from Bošáca","A stray seed, carried away by the wind from under a nearby pear tree, took root on the sunny Lysica Hill, which rises above Bošáca village. Bošáca is an exceptional place with a rich fruit-growing tradition, where massive pear seedlings are an integral part of the White Carpathian landscape. The pear tree is an important landmark because the vicinity of the tree is a sought-after place for its weather conditions for fans of paragliding - every year there is a competition in flying historical model airplanes.","Plane Pear (Pyrus Pyraster)","150 years","Bošáca, Nové Mesto nad Váhom District, Region Trenčín, Slovakia","N 48°50'5.6'', E 17°49'2.09''","23729 votes","5th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Slovakia_01_ETY_2025_Martin_Babarik_2048px_8fb47c75ee.jpg","https://www.treeoftheyear.org/previous-years/2025/wild-pear-from-bosaca",23729,"votes",5,"photos/2025_wild_pear_from_bo_ca_wild-pear-from-bosaca.jpg",48.83488888888889,17.81724722222222
2025,"White Acacia","White acacia, over 140 years old and known as the «Witness of Seven Generations» is a rarity for its species. The tree has been part of 6 states (Austria-Hungary, WUPR, Second Polish-Lithuanian Commonwealth, Germany, Ukrainian SSR and Ukraine), standing as a living witness to history.","White acacia (Robinia pseudoacacia)","Morethan years","Ivano-Frankivsk, Ukraine","N 48°54'37.75'', E 24°41'33.96''","16986 votes","6th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_Ukraine_01_ETY_2025_credit_Ruslana_Vasyliuk_2048px_6a99072376.jpg","https://www.treeoftheyear.org/previous-years/2025/white-acacia",16986,"votes",6,"photos/2025_white_acacia_white-acacia.jpg",48.91048611111111,24.692766666666667
2025,"The Skipinnish Oak","The Skipinnish Oak in Scotland was crowned UK winner. This magnificent 400-year-old tree stands tall in an airy clearing amid a dark spruce plantation in the heart of Lochaber, Scotland. Impressive in stature and history, it's one of the largest oaks in the region and a local treasure, partially named after the renowned Scottish Celtic band. This amazing tree is also a crucial part of the ecosystem and hosts diverse lichens including the rare black-eyed Susan, which is seldom found outside the west of Scotland.","Common Oak (Quercus robur L.)","400 years","Lochaber, Scotland, United Kingdom","N 56°56'49.75'', W 4°59'48.42''","16771 votes","7th place","https://cdn.treeoftheyear.org/ety-fe/uploads/small_UK_01_ETY_2025_Jillian_Donnachie_a9f7be6696.jpg","https://www.treeoftheyear.org/previous-years/2025/the-skipinnish-oak",16771,"votes",7,"photos/2025_the_skipinnish_oak_the-skipinnish-oak.jpg",56.947152777777774,-4.996783333333333
